"","hubscore","OTU","betweeness","pr","degree","closness","mean.abundance","Label","Genus","Phylum","Kingdom"
"cc10d1bb38230b60fe642a25e940afa8",0.14553191167013,"cc10d1bb38230b60fe642a25e940afa8",1019.5166142153,0.0028523407475952,10,0.000135116876097825,0.197996574948867,1,"D_5__Segetibacter","D_1__Bacteroidetes","D_0__Bacteria"
"e9e7f15fed9de40f35d3dc248caac1b6",0.666271143983442,"e9e7f15fed9de40f35d3dc248caac1b6",518.251489559089,0.00486703912904329,27,0.000138966092273485,0.259727891385219,2,"D_5__Trichocoleus SAG 26.92","D_1__Cyanobacteria","D_0__Bacteria"
"b52bab2547ca84674f81fbc90e62ead1",0.000524408174166763,"b52bab2547ca84674f81fbc90e62ead1",0,0.00154758985911994,3,0.000128008192524322,0.207363597300841,3,NA,"D_1__Cyanobacteria","D_0__Bacteria"
"23c36fe1b88041baf2fe22129288657c",0.373383354386692,"23c36fe1b88041baf2fe22129288657c",1524.49956089576,0.00398504015470502,19,0.000137343771459964,0.0998427785147067,4,"D_5__Microcoleus SAG 1449-1a","D_1__Cyanobacteria","D_0__Bacteria"
"8a690f5a588f7258e2259018cb6d2912",0.0594280661215449,"8a690f5a588f7258e2259018cb6d2912",3.37369938919602,0.00117106536218384,4,0.000133618385889898,0.0990350244600309,5,"D_5__Modestobacter","D_1__Actinobacteria","D_0__Bacteria"
"ebcaec5d4bc9a6cfa42ea71c01b45758",0.0959813868115305,"ebcaec5d4bc9a6cfa42ea71c01b45758",89.6218773880238,0.00161675841117255,6,0.000134174158057158,0.0962110151434153,6,"D_5__Microcoleus SAG 1449-1a","D_1__Cyanobacteria","D_0__Bacteria"
"2f2081564d38e7e1425169f81d9a2485",0.473694225749912,"2f2081564d38e7e1425169f81d9a2485",836.107430952527,0.0050540433936305,25,0.000137513751375138,0.660174018836584,7,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"f055c4350968226dd57b3d97586bc89d",0.220797270723656,"f055c4350968226dd57b3d97586bc89d",201.947570381696,0.00259970983632331,12,0.000137061403508772,0.264948878222867,8,"D_5__Microcoleus SAG 1449-1a","D_1__Cyanobacteria","D_0__Bacteria"
"b0a4bb8e794a0671068e78ccd9149aed",0.511254340283518,"b0a4bb8e794a0671068e78ccd9149aed",1838.7528976783,0.0049868861776616,25,0.000139742873113471,0.155840808721092,10,"D_5__uncultured","D_1__Proteobacteria","D_0__Bacteria"
"c8f5ab20508a94c98b703e1f654d5212",0.299254950235159,"c8f5ab20508a94c98b703e1f654d5212",834.094795882555,0.00286291030921959,14,0.000139043381535039,0.129597082513754,12,"D_5__Phaselicystis","D_1__Proteobacteria","D_0__Bacteria"
"8f6b56cf715ed57818e64c62b87ad6e4",0.0381132969520469,"8f6b56cf715ed57818e64c62b87ad6e4",5.82834121623532,0.00152248534769421,6,0.000135171668018383,0.121290739728082,13,"D_5__Candidatus Alysiosphaera","D_1__Proteobacteria","D_0__Bacteria"
"d5ac38dd4cce649aae65fcb35690d28b",1.90089432905957e-17,"d5ac38dd4cce649aae65fcb35690d28b",0,0.00266666666666789,1,7.14918928193543e-06,0.116636928963271,14,"D_5__Candidatus Udaeobacter","D_1__Verrucomicrobia","D_0__Bacteria"
"b2c110881c9725c41a4120b3451ba9ca",0.442006502856962,"b2c110881c9725c41a4120b3451ba9ca",2690.1856835203,0.00481476833381794,26,0.000139586823003908,0.114473689434847,15,"D_5__uncultured","D_1__Proteobacteria","D_0__Bacteria"
"cd49ac54dd5c36b3514bf5fdc7f98074",0.0427961270305603,"cd49ac54dd5c36b3514bf5fdc7f98074",316.136203729386,0.00148697578548372,4,0.000132784490771478,0.101160885835835,16,"D_5__Cellulomonas","D_1__Actinobacteria","D_0__Bacteria"
"66514fda820203e68b85307cb3759ac2",0.0119766363946015,"66514fda820203e68b85307cb3759ac2",0,0.000587676059743142,1,0.000132100396301189,0.143477260309647,17,"D_5__Microvirga","D_1__Proteobacteria","D_0__Bacteria"
"9a0a12a88db49246043e5cd4700d9261",0.00137532403587897,"9a0a12a88db49246043e5cd4700d9261",3875.99808530836,0.00264698893590094,10,0.000128386185646424,0.0852640530387155,18,NA,"D_1__Bacteroidetes","D_0__Bacteria"
"3d22c64541c4013a3a987a4c493303fb",0.000171893206715006,"3d22c64541c4013a3a987a4c493303fb",747.279254788158,0.00248078561682239,5,0.000125344697919278,0.102735127753698,19,NA,"D_1__Proteobacteria","D_0__Bacteria"
"ba703cc4db43e62edc4ec5339f1a1b08",0.192515148438969,"ba703cc4db43e62edc4ec5339f1a1b08",585.057071222438,0.00327799923812347,14,0.000137362637362637,0.322982896138125,20,"D_5__Blastococcus","D_1__Actinobacteria","D_0__Bacteria"
"23f7bf168b6db2f006523e30bbf36409",0.195013393458288,"23f7bf168b6db2f006523e30bbf36409",439.001484949161,0.00283950051946664,12,0.000138274336283186,0.0937720725923182,22,"D_5__uncultured","D_1__Bacteroidetes","D_0__Bacteria"
"ea518c996f7aac6e95d621d71c238014",0.000524408174166763,"ea518c996f7aac6e95d621d71c238014",0,0.00154758985911959,3,0.000128008192524322,0.445348861076813,23,"D_5__Nostoc PCC-73102","D_1__Cyanobacteria","D_0__Bacteria"
"f6caa25e0714ef10a076dc9e3a723f76",0.0242507139709212,"f6caa25e0714ef10a076dc9e3a723f76",320.306763580062,0.00340801111589287,15,0.000134517083669626,0.183864685964959,24,"D_5__Wilmottia Ant-Ph58","D_1__Cyanobacteria","D_0__Bacteria"
"0e8dff3ecfa6bb649fe20fc89b0c722d",0.000977508744675867,"0e8dff3ecfa6bb649fe20fc89b0c722d",292.104260203119,0.00136412310108105,2,0.00012685525815045,0.0873548771932888,26,"D_5__Craurococcus","D_1__Proteobacteria","D_0__Bacteria"
"be7980c813e6fbe8419431886d8a01f7",0.00145046118453144,"be7980c813e6fbe8419431886d8a01f7",8.24471820519003,0.00141353131125724,3,0.000128799587841319,0.594849048323292,27,"D_5__Tychonema CCAP 1459-11B","D_1__Cyanobacteria","D_0__Bacteria"
"49757e1d69a6f4c7c6572bead944930a",0.457355282269469,"49757e1d69a6f4c7c6572bead944930a",169.019982981397,0.00366041489910595,20,0.000137438152831226,0.269230130631296,28,"D_5__RB41","D_1__Acidobacteria","D_0__Bacteria"
"ee41f37477dba03f022422a80adfecaf",0.254701009598399,"ee41f37477dba03f022422a80adfecaf",540.414719747821,0.00348775251043409,16,0.000138236107271219,0.134186993235943,29,"D_5__Bryobacter","D_1__Acidobacteria","D_0__Bacteria"
"d08d4af34e52f9eb85d627fe46f6a131",0.000193943771707726,"d08d4af34e52f9eb85d627fe46f6a131",0,0.000754306642899862,1,0.000126246686024492,0.313135987589568,30,"D_5__Arthrobacter","D_1__Actinobacteria","D_0__Bacteria"
"058c699435e9a43f33e9e89769f87fda",0.74985721188149,"058c699435e9a43f33e9e89769f87fda",1472.10618090053,0.00541841252688763,31,0.000140272127928181,0.690817024064872,31,"D_5__Symplocastrum CPER-KK1","D_1__Cyanobacteria","D_0__Bacteria"
"3880ecab961ff54bf3c646b63c246196",0.12153864239807,"3880ecab961ff54bf3c646b63c246196",1589.80538353832,0.00420741682463379,18,0.000137665198237885,0.250126524209091,32,"D_5__Symplocastrum CPER-KK1","D_1__Cyanobacteria","D_0__Bacteria"
"073b8b1a6b7b34c6d678df2054fabd46",0.0692278586129358,"073b8b1a6b7b34c6d678df2054fabd46",455.878003519288,0.00188817672203736,6,0.000136388434260775,0.455025183988744,33,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"cf537fb2b9ae66b8dadd9e445b5c482a",0.0070554398853631,"cf537fb2b9ae66b8dadd9e445b5c482a",357.142857142857,0.00234696132430985,7,0.000131010087776759,0.151443066458563,34,"D_5__Microvirga","D_1__Proteobacteria","D_0__Bacteria"
"0a10abda6ccb2d451ed85858b1f74ffc",0.00119393637607331,"0a10abda6ccb2d451ed85858b1f74ffc",0,0.000610606935534118,1,0.000128982329420869,0.324601800149315,35,"D_5__Ellin6055","D_1__Proteobacteria","D_0__Bacteria"
"14e47d947473cf415b091bf01f98a0ca",0.293163335525238,"14e47d947473cf415b091bf01f98a0ca",1294.45691474487,0.00394353459205506,18,0.00013713658804169,0.242812198006154,36,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"2e8df4d6c466985245d6ad335ebc4b19",0.0553740730932832,"2e8df4d6c466985245d6ad335ebc4b19",0,0.000708561944661601,2,0.000133850890108419,NA,NA,NA,NA,NA
"dc4789a758f5da79ffc569b615943edc",0.108776336378745,"dc4789a758f5da79ffc569b615943edc",977.755960002943,0.00259301847191259,13,0.000137873983179374,0.126934941653972,37,"D_5__uncultured bacterium","D_1__Chloroflexi","D_0__Bacteria"
"88d1cfe67b9a8cfc04e9ee9808f4fd54",0.482350935484245,"88d1cfe67b9a8cfc04e9ee9808f4fd54",320.925474102474,0.0037332587560972,20,0.000138966092273485,0.19456931346224,38,"D_5__Belnapia","D_1__Proteobacteria","D_0__Bacteria"
"f53785470e5bfd7fc20596b5fa3a7b3b",0.20697068161437,"f53785470e5bfd7fc20596b5fa3a7b3b",314.069579315349,0.00269567250820769,12,0.00013646288209607,0.0977343735489495,39,"D_5__Solirubrobacter","D_1__Actinobacteria","D_0__Bacteria"
"eb0b938aceb97f3736c2c672ee096e14",0.0263855861613511,"eb0b938aceb97f3736c2c672ee096e14",22.3221638303847,0.00102138293765802,3,0.00013250298131708,0.0966200336968558,40,"D_5__Candidatus Udaeobacter","D_1__Verrucomicrobia","D_0__Bacteria"
"b911e3b0977f1af19f07bbdb90fd2263",0.211158512336224,"b911e3b0977f1af19f07bbdb90fd2263",708.673916433573,0.00293560227742228,11,0.000135777325186694,0.0946485723790586,41,"D_5__uncultured cyanobacterium","D_1__Cyanobacteria","D_0__Bacteria"
"5fcc9726776ea6171d8832145ac76b30",0.446758980145677,"5fcc9726776ea6171d8832145ac76b30",569.307877042625,0.00406485555686882,21,0.00013840830449827,0.453439836997872,42,"D_5__Wilmottia Ant-Ph58","D_1__Cyanobacteria","D_0__Bacteria"
"a99f1b380389930c4bd55168685d4166",0.156857905073888,"a99f1b380389930c4bd55168685d4166",202.402579103855,0.00287076358993394,12,0.000135007425408397,0.108885561183432,43,"D_5__uncultured bacterium","D_1__Cyanobacteria","D_0__Bacteria"
"d24498ce9b85c4b88ff0c518159564a8",0.126808247050237,"d24498ce9b85c4b88ff0c518159564a8",2129.85591492383,0.00240061465789151,9,0.000136407038603192,0.146610037997739,44,"D_5__Geodermatophilus","D_1__Actinobacteria","D_0__Bacteria"
"5a852f4c71de6ca73ff346892435db0c",0.879056773971633,"5a852f4c71de6ca73ff346892435db0c",1725.33335051666,0.00718318459663323,40,0.000140666760444507,0.471569532380453,45,"D_5__Rubellimicrobium","D_1__Proteobacteria","D_0__Bacteria"
"717a29ca40a16654c3385435387c3d25",0.411358364917491,"717a29ca40a16654c3385435387c3d25",418.973870118669,0.00354480557254116,19,0.000139256370978972,0.0962148115774334,47,"D_5__uncultured bacterium","D_1__Chloroflexi","D_0__Bacteria"
"192b7b2d1098dcc58e64cb1ed109cccf",0.791098577813632,"192b7b2d1098dcc58e64cb1ed109cccf",2583.0674357734,0.00660789952764737,37,0.000140765765765766,1.32955862539969,48,"D_5__Microvirga","D_1__Proteobacteria","D_0__Bacteria"
"079a2a8ddcc2c88de4481ac721f83d6b",0.0228635044677286,"079a2a8ddcc2c88de4481ac721f83d6b",590.313469014529,0.00167691165139999,4,0.000131492439184747,0.0889185120673096,49,"D_5__uncultured cyanobacterium","D_1__Cyanobacteria","D_0__Bacteria"
"f9bc69fb2320390efc1c872bc9490d92",0.748166259064844,"f9bc69fb2320390efc1c872bc9490d92",652.744947901007,0.00543579084393524,31,0.000139528394028185,0.132416063769164,50,"D_5__Devosia","D_1__Proteobacteria","D_0__Bacteria"
"07fc6cc273d8bf4b36191e8cabe3a090",0.182195003054209,"07fc6cc273d8bf4b36191e8cabe3a090",588.684835747948,0.00193370770651331,8,0.000136593361562628,0.245185553018571,51,"D_5__Microvirga","D_1__Proteobacteria","D_0__Bacteria"
"d79779655a7a24a2315a466bb2ff4dc2",0.700612356225745,"d79779655a7a24a2315a466bb2ff4dc2",681.828063436859,0.00541106301802457,29,0.000139217597104274,0.126482861362297,52,"D_5__Gemmatirosa","D_1__Gemmatimonadetes","D_0__Bacteria"
"0b3a685b5a5624a2cda6a46b398f3073",0.000850257041764856,"0b3a685b5a5624a2cda6a46b398f3073",357,0.00175867356009481,2,0.000126358352287086,0.120794388997739,53,"D_5__uncultured","D_1__Proteobacteria","D_0__Bacteria"
"eb65b93b5a7ef9f762ba4dfa14ac4794",0.484029341502536,"eb65b93b5a7ef9f762ba4dfa14ac4794",9060.17594915432,0.00629841474099994,33,0.000141964792731403,0.36815331309404,54,"D_5__Microvirga","D_1__Proteobacteria","D_0__Bacteria"
"e0b226f479feccc916025c6264dc907d",0.872039148228586,"e0b226f479feccc916025c6264dc907d",2001.52388909007,0.00696379957384085,39,0.000140075640846057,0.367179620020698,55,NA,"D_1__Actinobacteria","D_0__Bacteria"
"9c6384fd323d1ccdbf185966143d80bd",0.0350447835557654,"9c6384fd323d1ccdbf185966143d80bd",0.42018942018942,0.000955892971533999,3,0.00013349352556401,0.0958867970942585,56,"D_5__Sphingomonas","D_1__Proteobacteria","D_0__Bacteria"
"8bdea0ef7764f54a3f57c578cf91cd52",0.447964372022248,"8bdea0ef7764f54a3f57c578cf91cd52",50.75822187224,0.00291515546606844,16,0.000138389150290617,0.255351835236452,57,NA,"D_1__Proteobacteria","D_0__Bacteria"
"3b1f15aea28c0db03e097d1f029768b5",0.0488670142493388,"3b1f15aea28c0db03e097d1f029768b5",358.332411067194,0.00161838309512806,4,0.000133457894034432,0.147410713518536,58,"D_5__uncultured bacterium","D_1__Cyanobacteria","D_0__Bacteria"
"bde433cdb31d310e262d7f21bb9455ad",0.0199386490043452,"bde433cdb31d310e262d7f21bb9455ad",407.412273220648,0.00276818696090425,11,0.000134734572891404,0.86145766191423,59,"D_5__uncultured","D_1__Proteobacteria","D_0__Bacteria"
"ee873611e0c844309fae4d3f3c041767",0.0014665817673228,"ee873611e0c844309fae4d3f3c041767",227.221325857638,0.00135419022501427,4,0.00012911555842479,0.487035662650212,60,"D_5__Geodermatophilus","D_1__Actinobacteria","D_0__Bacteria"
"354fbb9ef2315ae23717f1cea4eb64df",0.001989917531364,"354fbb9ef2315ae23717f1cea4eb64df",7.71493506493507,0.00114475247407741,2,0.00012701638511368,1.27455930001825,61,"D_5__Geodermatophilus","D_1__Actinobacteria","D_0__Bacteria"
"4932c3580dcc156e09b085b35b56af77",0.0139337291086774,"4932c3580dcc156e09b085b35b56af77",14.73640075149,0.00112749422603499,3,0.000131752305665349,NA,NA,NA,NA,NA
"0b56e21e65fe1dbabc5a868b1294bdb4",0.278259359409044,"0b56e21e65fe1dbabc5a868b1294bdb4",718.063390722475,0.00365269126237577,18,0.000137475941710201,0.370369043610461,62,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"30e7acb37b2024735a6bde132337547b",0.110309947044444,"30e7acb37b2024735a6bde132337547b",2046.31458438074,0.00334607736474893,11,0.000138504155124654,4.31595622717246,63,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"fc76b8bb39a352f7fd12a7ce4ef34cb5",0.553409253611539,"fc76b8bb39a352f7fd12a7ce4ef34cb5",2026.74835872465,0.00492058085347976,26,0.00013873473917869,0.150714941708027,64,NA,"D_1__Actinobacteria","D_0__Bacteria"
"6e4adc6b17c7e41d49f2a3f35939c47a",0.00313471729468618,"6e4adc6b17c7e41d49f2a3f35939c47a",56.2350047365126,0.00157269652992449,3,0.000128949065119278,0.0886336614715815,65,"D_5__Wilmottia Ant-Ph58","D_1__Cyanobacteria","D_0__Bacteria"
"d8ca32b92ff87e2167ea4385134ebeb3",0.334590244972178,"d8ca32b92ff87e2167ea4385134ebeb3",61.4330859015324,0.00248017564132737,13,0.000137892995035852,0.0895148668002198,66,"D_5__Blastocatella","D_1__Acidobacteria","D_0__Bacteria"
"af387af35189e1e36a25ba5970125307",3.04143092649532e-17,"af387af35189e1e36a25ba5970125307",4,0.0029531698470842,2,7.22621671423926e-06,0.120535255063008,67,"D_5__uncultured","D_1__Actinobacteria","D_0__Bacteria"
"3e8331bf385df41ef183deba94ae5146",0.31854638970636,"3e8331bf385df41ef183deba94ae5146",991.50892398011,0.00317428292891338,16,0.00013910140492419,0.436579261064004,68,NA,"D_1__Actinobacteria","D_0__Bacteria"
"5a320a3b1b67dbf0e111947bb65c23d5",0.461904942737076,"5a320a3b1b67dbf0e111947bb65c23d5",1234.33178461763,0.00443160127292435,23,0.000139217597104274,0.122896298543097,69,"D_5__Rubellimicrobium","D_1__Proteobacteria","D_0__Bacteria"
"5614a2da6eefd6135cafc1cf6f426b2c",0.225864331282691,"5614a2da6eefd6135cafc1cf6f426b2c",3776.14395071012,0.00389691932726541,16,0.000139217597104274,NA,NA,NA,NA,NA
"eba235b1a650d26389792d7575529389",0.355633186792052,"eba235b1a650d26389792d7575529389",3966.29146910383,0.00436877975807206,21,0.000140173815531259,0.248170726689244,70,"D_5__Micromonospora","D_1__Actinobacteria","D_0__Bacteria"
"be661bd24140881a05bb2020a7bd6074",0.0233928368467777,"be661bd24140881a05bb2020a7bd6074",110.719974807128,0.00148816263804399,5,0.000134934556739981,0.164924413179406,71,"D_5__Candidatus Udaeobacter","D_1__Verrucomicrobia","D_0__Bacteria"
"5da93b6cd49d77d42ff6dc4da4d3c3e0",0.0688434104438231,"5da93b6cd49d77d42ff6dc4da4d3c3e0",0,0.000868902152377806,3,0.000135556459265284,0.0931496902763923,72,"D_5__Chthoniobacter","D_1__Verrucomicrobia","D_0__Bacteria"
"7a8a5d9d8053653f2d24583016936cd3",0.573333868777408,"7a8a5d9d8053653f2d24583016936cd3",1517.26782364211,0.00504896466654684,27,0.000138580931263858,0.113497174882087,73,"D_5__Flavisolibacter","D_1__Bacteroidetes","D_0__Bacteria"
"e4fe1228e51ec88409df5332e0a1c6e0",0.485015578636681,"e4fe1228e51ec88409df5332e0a1c6e0",1101.79468259258,0.00457257572904799,24,0.000139879703455029,0.0907978380811039,74,"D_5__uncultured","D_1__Proteobacteria","D_0__Bacteria"
"c3ca5a009ce3f896cf0888a693813ff9",0.00669696626905034,"c3ca5a009ce3f896cf0888a693813ff9",391.100286392118,0.0018160242722048,4,0.000131682907558599,0.135903732159625,76,"D_5__Craurococcus","D_1__Proteobacteria","D_0__Bacteria"
"3610a2f729bc3c804ebec9686e390249",0.129120720589541,"3610a2f729bc3c804ebec9686e390249",267.852874657977,0.00205752624275955,9,0.000136948781155848,0.11747581245752,77,"D_5__Belnapia","D_1__Proteobacteria","D_0__Bacteria"
"a9d57835ce1de4a32c729b436a0baaf3",0.640216887620043,"a9d57835ce1de4a32c729b436a0baaf3",861.946626406301,0.00490533893562382,27,0.000139684313451599,0.220712871263481,79,"D_5__Modestobacter","D_1__Actinobacteria","D_0__Bacteria"
"9d739e344b8c35584d63f0585c5271ab",0.00897610733627786,"9d739e344b8c35584d63f0585c5271ab",0,0.000626841994166024,1,0.000129500129500129,2.17866130885417,80,NA,"D_1__Proteobacteria","D_0__Bacteria"
"99ece4bd36d5eb8fd77a46fee33d901a",0.0101624322482993,"99ece4bd36d5eb8fd77a46fee33d901a",35.7491784397598,0.0012612252149502,3,0.000132432790358893,0.0851826374716564,81,"D_5__uncultured bacterium","D_1__Cyanobacteria","D_0__Bacteria"
"8936bf768c53458afa08f2252dfa7a90",0.0896453935179827,"8936bf768c53458afa08f2252dfa7a90",69.186227586207,0.0016254531532294,6,0.000134282261313281,0.103044972180151,82,"D_5__Nannocystis","D_1__Proteobacteria","D_0__Bacteria"
"cd1dc4908d042de04d57cfc691710ec1",0.194454713615905,"cd1dc4908d042de04d57cfc691710ec1",49.4569262525411,0.00204231797776299,9,0.000136239782016349,0.0945219571380866,83,"D_5__Asanoa","D_1__Actinobacteria","D_0__Bacteria"
"2bb011af9120d953473f129b19d5fbd1",0.754532841625564,"2bb011af9120d953473f129b19d5fbd1",4024.58704649482,0.00654886405851084,36,0.000140075640846057,0.320597486267311,84,"D_5__uncultured","D_1__Proteobacteria","D_0__Bacteria"
"751c9e74cfe9eabe4386247bdc8a8341",0.000941092352265836,"751c9e74cfe9eabe4386247bdc8a8341",0,0.000866402391621656,1,0.000126310471138057,0.168153667085524,86,"D_5__uncultured bacterium","D_1__Gemmatimonadetes","D_0__Bacteria"
"9f18e4464d3ab6db4eba295b17232d33",0.000619757320640487,"9f18e4464d3ab6db4eba295b17232d33",0,0.000856799997947926,1,0.000127388535031847,0.100494787701459,87,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"7a89ae271a2b825b1b479b2c6be35740",1,"7a89ae271a2b825b1b479b2c6be35740",2187.28432123637,0.00781546702081377,45,0.000141063619692481,0.114589575376301,88,"D_5__Pseudonocardia","D_1__Actinobacteria","D_0__Bacteria"
"7add54b3fecf633e06f31290b89ff231",0.12461333538189,"7add54b3fecf633e06f31290b89ff231",929.501675498924,0.00287888526176041,14,0.000138677021217584,1.57367255559822,89,"D_5__Microvirga","D_1__Proteobacteria","D_0__Bacteria"
"dd1839642b69ac8d7e410c2bf858af9f",0.229726246204469,"dd1839642b69ac8d7e410c2bf858af9f",35.186778168502,0.00186940421627327,9,0.000136593361562628,0.10553439117308,90,"D_5__Aliterella CENA595","D_1__Cyanobacteria","D_0__Bacteria"
"f2bc3e83cc1efa9255f78892b0f590b6",0.0188989601801163,"f2bc3e83cc1efa9255f78892b0f590b6",406.508583969331,0.00300019587994749,11,0.00013410218586563,0.436517509846939,91,NA,"D_1__Proteobacteria","D_0__Bacteria"
"dbfc69d85e46725d79612b2cebd7b00f",0.770154467856716,"dbfc69d85e46725d79612b2cebd7b00f",1047.91188452622,0.00579189738560232,32,0.00013941168269901,0.0931191659318065,92,"D_5__Myxococcus","D_1__Proteobacteria","D_0__Bacteria"
"98d46d89253595e3272ce98dacf2ecac",0.000149421635955054,"98d46d89253595e3272ce98dacf2ecac",0,0.00077656857659104,1,0.000124564025909317,0.119241257863707,94,"D_5__uncultured Chloroflexi bacterium","D_1__Chloroflexi","D_0__Bacteria"
"0be1fefb6907bdba0e887b3970906a52",0.0130375998734978,"0be1fefb6907bdba0e887b3970906a52",148.287553741545,0.00253850714403973,9,0.000133014099494546,0.237011776914148,95,"D_5__Rubellimicrobium","D_1__Proteobacteria","D_0__Bacteria"
"7d569b1491cfcf27c5e6b8b6a0f87890",0.273926420275908,"7d569b1491cfcf27c5e6b8b6a0f87890",353.134952671946,0.00331549078413134,15,0.000136518771331058,0.176286288849844,97,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"b3e7aea7207e61c96883618a58ec37e0",5.60726689397393e-06,"b3e7aea7207e61c96883618a58ec37e0",0,0.00100777937515854,1,0.000119990400767939,0.259170146771899,98,NA,"D_1__Actinobacteria","D_0__Bacteria"
"65d14d573ef912cfd83bcb221018ccfb",0.243658500013003,"65d14d573ef912cfd83bcb221018ccfb",240.501666005765,0.0035966824388973,16,0.000135943447525829,0.104139556392676,99,"D_5__uncultured bacterium","D_1__FBP","D_0__Bacteria"
"e1aea782db8e335653217f5d2cc31449",0.00211995947745574,"e1aea782db8e335653217f5d2cc31449",498.847318517447,0.00181611111869906,5,0.000128982329420869,0.404464648804357,100,"D_5__Candidatus Nitrocosmicus","D_1__Thaumarchaeota","D_0__Archaea"
"68313b4b5997a0cfa86853bbd389d7c2",0.49554859499193,"68313b4b5997a0cfa86853bbd389d7c2",438.471872307579,0.00401095611768931,21,0.000138140627158447,0.251452234239161,102,"D_5__uncultured bacterium","D_1__Cyanobacteria","D_0__Bacteria"
"41648ad0f1738e3c9c5836aac57737aa",0.059361436301024,"41648ad0f1738e3c9c5836aac57737aa",18.1732367199683,0.00149555972299766,5,0.000133440085401655,0.0891359552817949,103,"D_5__uncultured","D_1__Cyanobacteria","D_0__Bacteria"
"a3caf97e3ffae0b993b3f84e2eea2e5d",0.752063336655369,"a3caf97e3ffae0b993b3f84e2eea2e5d",867.242949404165,0.00569874588895468,32,0.000139372822299652,0.522661992863619,104,"D_5__uncultured cyanobacterium","D_1__Cyanobacteria","D_0__Bacteria"
"c298277dc9098aa9f6d6d7bef599d851",0.0953213413090579,"c298277dc9098aa9f6d6d7bef599d851",10384.3629959888,0.00347052021589636,14,0.000139043381535039,0.381641044103604,105,"D_5__Skermanella","D_1__Proteobacteria","D_0__Bacteria"
"27b6e338e4f7ef9e79097bdf62ef4d59",0.436593334200035,"27b6e338e4f7ef9e79097bdf62ef4d59",435.22779490357,0.0035052330409865,18,0.000138350857775318,0.145871213116486,106,"D_5__Skermanella","D_1__Proteobacteria","D_0__Bacteria"
"fae981eefb2d605235b5651c02f00d67",0.0199657354557896,"fae981eefb2d605235b5651c02f00d67",785.484032945963,0.00225501609710476,5,0.000132292631300437,0.187439744087536,107,"D_5__RB41","D_1__Acidobacteria","D_0__Bacteria"
"1e7f77bca83d721a6714cae35cd662e7",0.415169130192032,"1e7f77bca83d721a6714cae35cd662e7",552.646290429337,0.00423669886615697,22,0.000139217597104274,0.178152492077034,109,"D_5__Rubellimicrobium","D_1__Proteobacteria","D_0__Bacteria"
"b131e2c4dbbc66a08a96044576daeef3",0.51352753640261,"b131e2c4dbbc66a08a96044576daeef3",3347.78173925726,0.00667838699508395,36,0.000140904607580668,0.210278593036126,110,"D_5__Methylobacterium","D_1__Proteobacteria","D_0__Bacteria"
